       0.000    0.000    0.000
      -0.300    0.520    0.000
       0.600    0.000    0.000
       0.900    0.520    0.000
       1.800    0.000    0.000
       1.500    0.520    0.000
       2.400    0.000    0.000
       2.700    0.520    0.000
       3.600    0.000    0.000
       3.300    0.520    0.000
       4.200    0.000    0.000
       4.500    0.520    0.000
       5.400    0.000    0.000
       5.100    0.520    0.000
       6.000    0.000    0.000
       6.300    0.520    0.000
       7.200    0.000    0.000
       6.900    0.520    0.000
       7.800    0.000    0.000
       8.100    0.520    0.000
       9.000    0.000    0.000
       8.700    0.520    0.000
       9.600    0.000    0.000
       9.900    0.520    0.000
      10.800    0.000    0.000
      10.500    0.520    0.000
      11.400    0.000    0.000
      11.700    0.520    0.000
      12.600    0.000    0.000
      12.300    0.520    0.000
      13.200    0.000    0.000
      13.500    0.520    0.000
      14.400    0.000    0.000
      14.100    0.520    0.000
      15.000    0.000    0.000
      15.300    0.520    0.000
      16.200    0.000    0.000
      15.900    0.520    0.000
      16.800    0.000    0.000
      17.100    0.520    0.000
      18.000    0.000    0.000
      17.700    0.520    0.000
      18.600    0.000    0.000
      18.900    0.520    0.000
      19.800    0.000    0.000
      19.500    0.520    0.000
      20.400    0.000    0.000
      20.700    0.520    0.000
      21.600    0.000    0.000
      21.300    0.520    0.000
      22.200    0.000    0.000
      22.500    0.520    0.000
      23.400    0.000    0.000
      23.100    0.520    0.000
      24.000    0.000    0.000
      24.300    0.520    0.000
      25.200    0.000    0.000
      24.900    0.520    0.000
      25.800    0.000    0.000
      26.100    0.520    0.000
      27.000    0.000    0.000
      26.700    0.520    0.000
      27.600    0.000    0.000
      27.900    0.520    0.000
      28.800    0.000    0.000
      28.500    0.520    0.000
      29.400    0.000    0.000
      29.700    0.520    0.000
      30.600    0.000    0.000
      30.300    0.520    0.000
      31.200    0.000    0.000
      31.500    0.520    0.000
      32.400    0.000    0.000
      32.100    0.520    0.000
      33.000    0.000    0.000
      33.300    0.520    0.000
      34.200    0.000    0.000
      33.900    0.520    0.000
      34.800    0.000    0.000
      35.100    0.520    0.000
      36.000    0.000    0.000
      35.700    0.520    0.000
      36.600    0.000    0.000
      36.900    0.520    0.000
      37.800    0.000    0.000
      37.500    0.520    0.000
      38.400    0.000    0.000
      38.700    0.520    0.000
      39.600    0.000    0.000
      39.300    0.520    0.000
      40.200    0.000    0.000
      40.500    0.520    0.000
       0.000    1.039    0.000
      -0.300    1.559    0.000
       0.600    1.039    0.000
       0.900    1.559    0.000
       1.800    1.039    0.000
       1.500    1.559    0.000
       2.400    1.039    0.000
       2.700    1.559    0.000
       3.600    1.039    0.000
       3.300    1.559    0.000
       4.200    1.039    0.000
       4.500    1.559    0.000
       5.400    1.039    0.000
       5.100    1.559    0.000
       6.000    1.039    0.000
       6.300    1.559    0.000
       7.200    1.039    0.000
       6.900    1.559    0.000
       7.800    1.039    0.000
       8.100    1.559    0.000
       9.000    1.039    0.000
       8.700    1.559    0.000
       9.600    1.039    0.000
       9.900    1.559    0.000
      10.800    1.039    0.000
      10.500    1.559    0.000
      11.400    1.039    0.000
      11.700    1.559    0.000
      12.600    1.039    0.000
      12.300    1.559    0.000
      13.200    1.039    0.000
      13.500    1.559    0.000
      14.400    1.039    0.000
      14.100    1.559    0.000
      15.000    1.039    0.000
      15.300    1.559    0.000
      16.200    1.039    0.000
      15.900    1.559    0.000
      16.800    1.039    0.000
      17.100    1.559    0.000
      18.000    1.039    0.000
      17.700    1.559    0.000
      18.600    1.039    0.000
      18.900    1.559    0.000
      19.800    1.039    0.000
      19.500    1.559    0.000
      20.400    1.039    0.000
      20.700    1.559    0.000
      21.600    1.039    0.000
      21.300    1.559    0.000
      22.200    1.039    0.000
      22.500    1.559    0.000
      23.400    1.039    0.000
      23.100    1.559    0.000
      24.000    1.039    0.000
      24.300    1.559    0.000
      25.200    1.039    0.000
      24.900    1.559    0.000
      25.800    1.039    0.000
      26.100    1.559    0.000
      27.000    1.039    0.000
      26.700    1.559    0.000
      27.600    1.039    0.000
      27.900    1.559    0.000
      28.800    1.039    0.000
      28.500    1.559    0.000
      29.400    1.039    0.000
      29.700    1.559    0.000
      30.600    1.039    0.000
      30.300    1.559    0.000
      31.200    1.039    0.000
      31.500    1.559    0.000
      32.400    1.039    0.000
      32.100    1.559    0.000
      33.000    1.039    0.000
      33.300    1.559    0.000
      34.200    1.039    0.000
      33.900    1.559    0.000
      34.800    1.039    0.000
      35.100    1.559    0.000
      36.000    1.039    0.000
      35.700    1.559    0.000
      36.600    1.039    0.000
      36.900    1.559    0.000
      37.800    1.039    0.000
      37.500    1.559    0.000
      38.400    1.039    0.000
      38.700    1.559    0.000
