       0.000    0.000    0.000
      -0.250    0.433    0.000
       0.500    0.000    0.000
       0.750    0.433    0.000
       1.500    0.000    0.000
       1.250    0.433    0.000
       2.000    0.000    0.000
       2.250    0.433    0.000
       3.000    0.000    0.000
       2.750    0.433    0.000
       3.500    0.000    0.000
       3.750    0.433    0.000
       4.500    0.000    0.000
       4.250    0.433    0.000
       5.000    0.000    0.000
       5.250    0.433    0.000
       6.000    0.000    0.000
       5.750    0.433    0.000
       6.500    0.000    0.000
       6.750    0.433    0.000
       7.500    0.000    0.000
       7.250    0.433    0.000
       8.000    0.000    0.000
       8.250    0.433    0.000
       9.000    0.000    0.000
       8.750    0.433    0.000
       9.500    0.000    0.000
       9.750    0.433    0.000
      10.500    0.000    0.000
      10.250    0.433    0.000
      11.000    0.000    0.000
      11.250    0.433    0.000
      12.000    0.000    0.000
      11.750    0.433    0.000
      12.500    0.000    0.000
      12.750    0.433    0.000
      13.500    0.000    0.000
      13.250    0.433    0.000
      14.000    0.000    0.000
      14.250    0.433    0.000
      15.000    0.000    0.000
      14.750    0.433    0.000
      15.500    0.000    0.000
      15.750    0.433    0.000
      16.500    0.000    0.000
      16.250    0.433    0.000
      17.000    0.000    0.000
      17.250    0.433    0.000
      18.000    0.000    0.000
      17.750    0.433    0.000
      18.500    0.000    0.000
      18.750    0.433    0.000
      19.500    0.000    0.000
      19.250    0.433    0.000
      20.000    0.000    0.000
      20.250    0.433    0.000
      21.000    0.000    0.000
      20.750    0.433    0.000
      21.500    0.000    0.000
      21.750    0.433    0.000
      22.500    0.000    0.000
      22.250    0.433    0.000
      23.000    0.000    0.000
      23.250    0.433    0.000
      24.000    0.000    0.000
      23.750    0.433    0.000
      24.500    0.000    0.000
      24.750    0.433    0.000
      25.500    0.000    0.000
      25.250    0.433    0.000
      26.000    0.000    0.000
      26.250    0.433    0.000
      27.000    0.000    0.000
      26.750    0.433    0.000
      27.500    0.000    0.000
      27.750    0.433    0.000
      28.500    0.000    0.000
      28.250    0.433    0.000
      29.000    0.000    0.000
      29.250    0.433    0.000
      30.000    0.000    0.000
      29.750    0.433    0.000
      30.500    0.000    0.000
      30.750    0.433    0.000
      31.500    0.000    0.000
      31.250    0.433    0.000
      32.000    0.000    0.000
      32.250    0.433    0.000
      33.000    0.000    0.000
      32.750    0.433    0.000
      33.500    0.000    0.000
      33.750    0.433    0.000
      34.500    0.000    0.000
      34.250    0.433    0.000
      35.000    0.000    0.000
      35.250    0.433    0.000
      36.000    0.000    0.000
      35.750    0.433    0.000
      36.500    0.000    0.000
      36.750    0.433    0.000
      37.500    0.000    0.000
      37.250    0.433    0.000
      38.000    0.000    0.000
      38.250    0.433    0.000
      39.000    0.000    0.000
      38.750    0.433    0.000
      39.500    0.000    0.000
      39.750    0.433    0.000
       0.000    0.866    0.000
      -0.250    1.299    0.000
       0.500    0.866    0.000
       0.750    1.299    0.000
       1.500    0.866    0.000
       1.250    1.299    0.000
       2.000    0.866    0.000
       2.250    1.299    0.000
       3.000    0.866    0.000
       2.750    1.299    0.000
       3.500    0.866    0.000
       3.750    1.299    0.000
       4.500    0.866    0.000
       4.250    1.299    0.000
       5.000    0.866    0.000
       5.250    1.299    0.000
       6.000    0.866    0.000
       5.750    1.299    0.000
       6.500    0.866    0.000
       6.750    1.299    0.000
       7.500    0.866    0.000
       7.250    1.299    0.000
       8.000    0.866    0.000
       8.250    1.299    0.000
       9.000    0.866    0.000
       8.750    1.299    0.000
       9.500    0.866    0.000
       9.750    1.299    0.000
      10.500    0.866    0.000
