       0.000    0.000    0.000
      -5.000    8.660    0.000
      10.000    0.000    0.000
      15.000    8.660    0.000
      30.000    0.000    0.000
      25.000    8.660    0.000
      40.000    0.000    0.000
      45.000    8.660    0.000
       0.000   17.321    0.000
      -5.000   25.981    0.000
      10.000   17.321    0.000
      15.000   25.981    0.000
      30.000   17.321    0.000
      25.000   25.981    0.000
      40.000   17.321    0.000
      45.000   25.981    0.000
       0.000   34.641    0.000
      -5.000   43.301    0.000
      10.000   34.641    0.000
      15.000   43.301    0.000
      30.000   34.641    0.000
      25.000   43.301    0.000
      40.000   34.641    0.000
      45.000   43.301    0.000
  
